CHC|-43.493|172.537|2009-05-01T00:00:00.000+10:00|Sunny|1.36101958809295|8.673106596582283|996.8800626569733|80.64210516346377
CHC|-43.493|172.537|2009-05-11T00:00:00.000+10:00|Mostly Sunny|1.3457337486629086|9.923566197794825|1011.3585842926187|80.83705253252599
CHC|-43.493|172.537|2009-05-21T00:00:00.000+10:00|Mostly Sunny|3.214593013317298|10.919355495874182|1013.4650884640189|89.99676973339825
CHC|-43.493|172.537|2009-05-31T00:00:00.000+10:00|Mostly Sunny|2.39883710791238|14.962807233968888|1010.9442376041541|85.94659268586243
CHC|-43.493|172.537|2009-06-10T00:00:00.000+10:00|Mostly Sunny|1.5881974547236097|8.635985255441504|1013.014749240824|84.56938015505824
CHC|-43.493|172.537|2009-06-20T00:00:00.000+10:00|Mostly Sunny|1.1700875841725995|11.880158814871908|1018.5183237488142|75.47416913605812
CHC|-43.493|172.537|2009-06-30T00:00:00.000+10:00|Mostly Sunny|1.4036358065868089|17.102856581800385|1016.6094910330654|81.79604167481709
CHC|-43.493|172.537|2009-07-10T00:00:00.000+10:00|Mostly Sunny|1.4201827359700463|12.13520258444238|1013.6447059661401|92.82484969789006
CHC|-43.493|172.537|2009-07-20T00:00:00.000+10:00|Mostly Sunny|1.7750567502674452|11.563327942357162|1013.8767713267728|82.84989646298958
CHC|-43.493|172.537|2009-07-30T00:00:00.000+10:00|Mostly Sunny|1.7750567502674452|11.600774910105766|1013.8767713267728|82.84989630325305
CHC|-43.493|172.537|2009-08-09T00:00:00.000+10:00|Mostly Sunny|1.7750567502674452|11.60087972348908|1013.8767713267728|82.84989630325305
CHC|-43.493|172.537|2009-08-19T00:00:00.000+10:00|Mostly Sunny|1.7750567502674452|11.600880016859836|1013.8767713267728|82.84989630325305
CHC|-43.493|172.537|2009-08-29T00:00:00.000+10:00|Mostly Sunny|1.7750567502674452|11.600880017680975|1013.8767713267728|82.84989630325305
CHC|-43.493|172.537|2009-09-08T00:00:00.000+10:00|Mostly Sunny|1.7750567502674452|11.600880017683249|1013.8767713267728|82.84989630325305
CHC|-43.493|172.537|2009-09-18T00:00:00.000+10:00|Mostly Sunny|1.7750567502674452|11.600880017683249|1013.8767713267728|82.84989630325305
CHC|-43.493|172.537|2011-05-02T00:00:00.000+10:00|Mostly Sunny|1.2556264101070589|11.366554277639782|1002.2599034813313|75.2718366409654
CHC|-43.493|172.537|2011-05-12T00:00:00.000+10:00|Mostly Sunny|1.1949495487607888|10.183376454500955|1016.6540964487016|86.71181478900061
CHC|-43.493|172.537|2011-05-22T00:00:00.000+10:00|Mostly Sunny|2.3372715769066086|11.652116399350216|1012.6484795687597|91.74993361443919
CHC|-43.493|172.537|2011-06-01T00:00:00.000+10:00|Mostly Sunny|4.6207633197817986|11.799351447856104|1013.6259775653715|88.95664366957163
CHC|-43.493|172.537|2011-06-11T00:00:00.000+10:00|Mostly Sunny|1.872918921900257|8.912807217201005|1010.0140261344112|88.81747383874198
CHC|-43.493|172.537|2011-06-21T00:00:00.000+10:00|Mostly Sunny|1.1700774349085288|11.095222893510392|1011.0789466979053|75.63137069857524
CHC|-43.493|172.537|2011-07-01T00:00:00.000+10:00|Mostly Sunny|1.2031486835448726|19.400605734733617|1007.1463938227487|85.67873820300292
CHC|-43.493|172.537|2011-07-11T00:00:00.000+10:00|Mostly Sunny|2.258713777108176|12.564435510260976|1014.6322391368768|93.21207379250232
CHC|-43.493|172.537|2011-07-21T00:00:00.000+10:00|Mostly Sunny|1.7750567502674452|11.565471809972017|1013.8767713267728|82.84989643358581
CHC|-43.493|172.537|2011-07-31T00:00:00.000+10:00|Mostly Sunny|1.7750567502674452|11.600780910752324|1013.8767713267728|82.84989630325305
CHC|-43.493|172.537|2011-08-10T00:00:00.000+10:00|Mostly Sunny|1.7750567502674452|11.600879740284778|1013.8767713267728|82.84989630325305
